Pos1;Pos2;Neg;R1;R2;R3;R4;R5
consultant;mother;father;('consulting_firm', 0.5925711393356323);('consultants', 0.5772693157196045);('Consultant', 0.548487663269043);('consultancy', 0.534625232219696);('expert', 0.5245358347892761)
cook;mother;father;('cooking', 0.6808016300201416);('cooks', 0.6617003679275513);('cooked', 0.6416397094726562);('bake_pies', 0.5958921909332275);('stir_fry', 0.5836492776870728)
counselor;mother;father;('counselors', 0.6647685170173645);('guidance_counselor', 0.5966446399688721);('therapist', 0.5747860670089722);('counseling', 0.5715734958648682);('caseworker', 0.5684869885444641)
chef;mother;father;('pastry_chef', 0.7029422521591187);('chefs', 0.6923692226409912);('Chef', 0.6770732998847961);('sous_chef', 0.6712610721588135);('Michelin_starred_chef', 0.6004584431648254)
chemist;mother;father;('chemists', 0.5886214971542358);('biochemist', 0.5453953146934509);('analytical_chemist', 0.5430856347084045);('microbiologist', 0.5288694500923157);('pharmacologist', 0.5260968804359436)
dancer;mother;father;('dancers', 0.6978353261947632);('ballerina', 0.6221333742141724);('belly_dancer', 0.603887140750885);('dance', 0.6010013818740845);('ballet_dancer', 0.5897777080535889)
decorator;mother;father;('interior_designer', 0.6909942030906677);('interior_decorator', 0.614926278591156);('decorators', 0.6032059192657471);('decorating', 0.5475192070007324);('stylist', 0.5405048727989197)
dentist;mother;father;('dental_hygienist', 0.6530407667160034);('orthodontist', 0.6431453227996826);('pediatric_dentist', 0.6190427541732788);('hygienist', 0.6169043779373169);('periodontist', 0.6168426275253296)
designer;mother;father;('Designer', 0.6709080934524536);('designers', 0.6607130169868469);('fashion_designer', 0.6264989376068115);('interior_designer', 0.5879590511322021);('Francesca_Pepe', 0.5603086948394775)
doctor;mother;father;('nurse', 0.7127888798713684);('doctors', 0.6593285799026489);('gynecologist', 0.6454397439956665);('physician', 0.6408007144927979);('nurse_practitioner', 0.6387196779251099)
dressmaker;mother;father;('seamstress', 0.6174434423446655);('milliner', 0.5629528760910034);('seamstresses', 0.5397228598594666);('quilter', 0.5349724292755127);('accomplished_seamstress', 0.524189829826355)
dustman;mother;father;('binman', 0.6104875206947327);('childminder', 0.54710853099823);('pensioner', 0.5449309349060059);('pub_landlady', 0.5372422337532043);('YOUNG_mum', 0.5361957550048828)
economist;mother;father;('chief_economist', 0.6644278168678284);('Economist', 0.6006220579147339);('Chief_Economist', 0.5797792077064514);('macroeconomist', 0.5789282321929932);('economics_professor', 0.5786406397819519)
electrician;mother;father;('welder', 0.6035938262939453);('roofer', 0.5587228536605835);('beautician', 0.548130214214325);('tree_trimmer', 0.5433751344680786);('pipe_fitter', 0.5376515984535217)
engineer;mother;father;('electrical_engineer', 0.5763616561889648);('engineering', 0.5661038756370544);('mechanical_engineer', 0.5583629608154297);('technician', 0.5493704080581665);('Engineer', 0.542813777923584)
farmer;mother;father;('farmers', 0.7005327343940735);('grower', 0.62757408618927);('farm', 0.6085368394851685);('dairy_farmer', 0.6023429036140442);('farming', 0.5772000551223755)
fireman;mother;father;('firefighter', 0.6893335580825806);('firemen', 0.614263653755188);('firefigher', 0.6035274267196655);('firefighters', 0.5691856145858765);('volunteer_firefighter', 0.5481247305870056)
fisherman;mother;father;('fishermen', 0.700973391532898);('fisher', 0.6242795586585999);('angler', 0.6098222136497498);('fishers', 0.606741726398468);('fisherwoman', 0.6023916602134705)
florist;mother;father;('florists', 0.6079468727111816);('florist_shop', 0.5820611119270325);('Florist', 0.5715837478637695);('flower', 0.5605908632278442);('wedding_planner', 0.5529847145080566)
fruiterer;mother;father;('Tuart_Hill', 0.5570797920227051);('sickness_beneficiary', 0.5460410118103027);('Terroni', 0.5406604409217834);('HAIRDRESSER', 0.5358825325965881);('Wendy_Peirce', 0.5224443674087524)
gardener;mother;father;('gardeners', 0.6888499855995178);('garden', 0.5995165109634399);('gardening', 0.5827362537384033);('houseplant', 0.5822013020515442);('Abdul_Razaq_Abdul_Karim', 0.5752958059310913)
hairdresser;mother;father;('beautician', 0.7086706161499023);('hairstylist', 0.6754842400550842);('hair_stylist', 0.6658992171287537);('manicurist', 0.6652932167053223);('hair_dresser', 0.6280049085617065)
housewife;mother;father;('Housewife', 0.6464848518371582);('homemaker', 0.6436209678649902);('businesswoman', 0.5837396383285522);('woman', 0.5769356489181519);('divorcee', 0.5703228712081909)
hunter;mother;father;('hunters', 0.6258305311203003);('bowhunter', 0.6250857710838318);('deer_hunter', 0.61850905418396);('bow_hunter', 0.5925793647766113);('turkey_hunter', 0.5804601907730103)
jeweler;mother;father;('jewelers', 0.667019784450531);('jewelry', 0.6060645580291748);('jewelery', 0.6060609817504883);('Jewelry', 0.5739161968231201);('bridal_boutique', 0.5313994884490967)
journalist;mother;father;('freelance_journalist', 0.6647570133209229);('reporter', 0.6557012796401978);('Journalist', 0.6345760822296143);('investigative_journalist', 0.5995596647262573);('freelance_reporter', 0.5903582572937012)
judge;mother;father;('appeals_court', 0.6375770568847656);('appellate_court', 0.6337886452674866);('Judge', 0.6041492223739624);('magistrate', 0.580165445804596);('court', 0.5797197818756104)
lawyer;mother;father;('attorney', 0.7069934606552124);('lawyers', 0.6579103469848633);('laywer', 0.6418582797050476);('attorneys', 0.6179304122924805);('solicitor', 0.5916130542755127)
librarian;mother;father;('reference_librarian', 0.6534067392349243);('Librarian', 0.6524269580841064);('Children_Librarian', 0.603574812412262);('librarians', 0.5700898170471191);('library', 0.5417402982711792)
mailman;mother;father;('postal_worker', 0.5772296190261841);('mailbox', 0.5439326167106628);('postman', 0.5340514183044434);('mail', 0.5009323358535767);('deliveryman', 0.4991774559020996)
mechanic;mother;father;('Gonzalo_Altamirano', 0.5818913578987122);('repairman', 0.5766755938529968);('welder', 0.5661590695381165);('nurse', 0.5660130977630615);('technician', 0.5576772689819336)
meteorologist;mother;father;('Meteorologist', 0.7357470989227295);('NWS_meteorologist', 0.6839920282363892);('forecaster', 0.680130660533905);('meterologist', 0.6667630672454834);('weather_forecaster', 0.6238148212432861)
miner;mother;father;('miners', 0.6688681840896606);('mine', 0.5648577809333801);('mineworker', 0.5457049012184143);('mining', 0.543800950050354);('coal_mine', 0.5389342308044434)
model;mother;father;('models', 0.6351033449172974);('Smallpox_infection', 0.4713643491268158);('Donielle_Morris', 0.46710097789764404);('busty_glamor', 0.4602673053741455);('Models', 0.44730108976364136)
monk;mother;father;('monks', 0.670825183391571);('nun', 0.6377177238464355);('Buddhist_monk', 0.6335638761520386);('Buddhist_nun', 0.5845381021499634);('abbot', 0.5806778073310852)
nanny;mother;father;('nannies', 0.6125998497009277);('babysitter', 0.6027055382728577);('baby_sitter', 0.5936493873596191);('au_pair', 0.5913488864898682);('housekeeper', 0.5769176483154297)
nun;mother;father;('Catholic_nun', 0.6574845314025879);('nuns', 0.634347677230835);('nun_Sister', 0.5759961605072021);('convent', 0.5664700269699097);('woman', 0.5649811625480652)
nurse;mother;father;('registered_nurse', 0.723443865776062);('nurses', 0.6741260290145874);('nurse_practitioner', 0.6516554355621338);('midwife', 0.6141034960746765);('nursing', 0.5912982225418091)
painter;mother;father;('artist', 0.6888406276702881);('printmaker', 0.6822841167449951);('watercolorist', 0.660987138748169);('plein_air_painter', 0.6561940908432007);('watercolor', 0.6528910398483276)
pharmacist;mother;father;('nurse', 0.665702223777771);('nurse_practitioner', 0.630253791809082);('pharmacy', 0.6187944412231445);('pharmacists', 0.6060752272605896);('registered_nurse', 0.5975028872489929)
photographer;mother;father;('freelance_photographer', 0.6434746980667114);('photographers', 0.6394301652908325);('photojournalist', 0.6365092992782593);('Photographer', 0.6327887177467346);('shutterbug', 0.5797042846679688)
physicist;mother;father;('scientist', 0.6432251930236816);('theoretical_physicist', 0.6318247318267822);('physicists', 0.6235958337783813);('particle_physicist', 0.6224796772003174);('astrophysicist', 0.6135660409927368)
plumber;mother;father;('licensed_plumber', 0.5665816068649292);('plumbers', 0.562816321849823);('hairdresser', 0.5570428371429443);('beautician', 0.5363110303878784);('roofer', 0.523876428604126)
politician;mother;father;('legislator', 0.5945589542388916);('politican', 0.5937159061431885);('lawmaker', 0.5860847234725952);('businesswoman', 0.5741158723831177);('democrat', 0.5471779108047485)
porter;mother;father;('porters', 0.528992772102356);('nurse', 0.5026869177818298);('landlady', 0.49059420824050903);('receptionist', 0.48791608214378357);('maid', 0.47611111402511597)
postman;mother;father;('postwoman', 0.6869648098945618);('postie', 0.6559327840805054);('postmen', 0.5904642343521118);('postal_worker', 0.5813639760017395);('postmistress', 0.5791034698486328)
priest;mother;father;('nun', 0.70864337682724);('Catholic_priest', 0.6967239379882812);('bishop', 0.6942611932754517);('priests', 0.6831800937652588);('archbishop', 0.6419981718063354)
professor;mother;father;('associate_professor', 0.7696713209152222);('assistant_professor', 0.7582554817199707);('professor_emeritus', 0.6743649244308472);('lecturer', 0.6729235649108887);('psychology_professor', 0.6626681089401245)
programmer;mother;father;('programmers', 0.5705664753913879);('coder', 0.5309170484542847);('Programmer', 0.5297625064849854);('graphic_designer', 0.4874734878540039);('coders', 0.48094722628593445)
psychiatrist;mother;father;('psychologist', 0.6761102676391602);('psychotherapist', 0.6570894122123718);('psychiatrists', 0.6499416828155518);('clinical_psychologist', 0.6357152462005615);('therapist', 0.6325036883354187)
psychologist;mother;father;('clinical_psychologist', 0.7319115400314331);('psychiatrist', 0.7021100521087646);('Psychologist', 0.6911752223968506);('psychotherapist', 0.6830497980117798);('therapist', 0.6515974998474121)
receptionist;mother;father;('nurse', 0.6154690980911255);('receptionists', 0.5886557698249817);('waitress', 0.5578842163085938);('wondered_Muehlfelt', 0.5489307045936584);('Receptionist', 0.5436984300613403)
researcher;mother;father;('Researcher', 0.6612289547920227);('scientist', 0.6217226982116699);('doctoral_student', 0.6009550094604492);('Lead_researcher', 0.5681436061859131);('epidemiologist', 0.5617465376853943)
sailor;mother;father;('sailors', 0.6230630874633789);('windsurfer', 0.5714007616043091);('seaman', 0.554161787033081);('yachtswoman', 0.5516980886459351);('yachtsman', 0.5505677461624146)
salesman;mother;father;('saleswoman', 0.7456540465354919);('salesperson', 0.6150308847427368);('salesmen', 0.5648884773254395);('repairman', 0.5274958610534668);('saleslady', 0.5182344317436218)
scientist;mother;father;('researcher', 0.7047192454338074);('biologist', 0.6304004788398743);('geneticist', 0.5903745889663696);('microbiologist', 0.5866096019744873);('Researcher', 0.5616635084152222)
secretary;mother;father;('Secretary', 0.6394632458686829);('undersecretary', 0.5543879270553589);('chairwoman', 0.549667239189148);('secretaries', 0.5438821315765381);('secreatry', 0.5147122740745544)
shoemaker;mother;father;('seamstress', 0.5544643402099609);('dressmaker', 0.549203097820282);('milliner', 0.5173192024230957);('hatmaker', 0.516851544380188);('shoemakers', 0.5150323510169983)
singer;mother;father;('songstress', 0.7845147848129272);('pop_diva', 0.6826115846633911);('chanteuse', 0.678621768951416);('soul_diva', 0.6659698486328125);('actress', 0.6611100435256958)
sportsman;mother;father;('sportswoman', 0.5875147581100464);('sportsperson', 0.555850625038147);('athlete', 0.5461856126785278);('footballer', 0.5379319787025452);('sportsmen', 0.5085135698318481)
surgeon;mother;father;('surgeons', 0.6959689855575562);('neurosurgeon', 0.650152325630188);('nurse', 0.6355633735656738);('gynecologist', 0.6254761219024658);('plastic_surgeon', 0.6182359457015991)
teacher;mother;father;('teachers', 0.6723372936248779);('Teacher', 0.6385336518287659);('guidance_counselor', 0.6233307719230652);('elementary', 0.6201584935188293);('paraprofessional', 0.6105332970619202)
vet;mother;father;('vets', 0.625482439994812);('veterinarian', 0.5954631567001343);('vet_techs', 0.5377236604690552);('puppy', 0.5339336395263672);('dog', 0.5222396850585938)
waiter;mother;father;('waitress', 0.7897714376449585);('waitperson', 0.6219707131385803);('bartender', 0.6159511804580688);('waitstaff', 0.6103013157844543);('waiters', 0.604765772819519)
waitress;mother;father;('barmaid', 0.6135329604148865);('hostess', 0.6000412106513977);('bartender', 0.5897775292396545);('waitressing', 0.585942268371582);('waitresses', 0.5774414539337158)
writer;mother;father;('writer_mkovak@observer-reporter.com', 0.6224856972694397);('writers', 0.5844581127166748);('Kavilanz_CNNMoney.com_staff', 0.5820832252502441);('By_Parija_B.', 0.564008891582489);('novelist', 0.5587886571884155)
red;mother;father;('yellow', 0.6680949926376343);('pink', 0.6223858594894409);('blue', 0.6142061948776245);('purple', 0.5959986448287964);('colored', 0.5387248992919922)
orange;mother;father;('bright_orange', 0.6540434956550598);('participant_LOGIN', 0.650456428527832);('purple', 0.6317321062088013);('pink', 0.6208109855651855);('yellow', 0.5815888047218323)
yellow;mother;father;('red', 0.637980580329895);('pink', 0.613672137260437);('bright_yellow', 0.5889301300048828);('purple', 0.5702008008956909);('orange', 0.5441098213195801)
pink;mother;father;('purple', 0.6152313947677612);('lime_green', 0.596117377281189);('fuchsia', 0.5883475542068481);('fuchsia_pink', 0.5824486017227173);('cheetah_print', 0.5789526104927063)
fuchsia;mother;father;('fuchsia_pink', 0.64691162109375);('fuschia', 0.6424504518508911);('bright_fuchsia', 0.627530574798584);('peachy_pink', 0.6052875518798828);('pink', 0.5970816612243652)
violet;mother;father;('Piper_Gaffrey_scattered', 0.5998609662055969);('fuchsia', 0.5933774709701538);('variegated_foliage', 0.5789519548416138);('bronzy', 0.5614354610443115);('lavender_flowers', 0.5608620643615723)
blue;mother;father;('purple', 0.6549056768417358);('pink', 0.6488283276557922);('red', 0.6294635534286499);('teal', 0.5965288877487183);('colored', 0.5946091413497925)
navy;mother;father;('naval', 0.6043538451194763);('warship', 0.5642586946487427);('frigate', 0.5526715517044067);('warships', 0.5447579622268677);('naval_vessels', 0.533980131149292)
lime;mother;father;('lime_zest', 0.6102375984191895);('pitted_cherries', 0.5801838636398315);('lime_lemon', 0.5793834924697876);('ripe_papaya', 0.577831506729126);('raspberry_juice', 0.5768739581108093)
green;mother;father;('wearin_o', 0.5044152140617371);('workers_differently_Corenthal', 0.4896969199180603);('Leyritz_Ford_Expedition', 0.48156094551086426);('pink', 0.4800216555595398);('QEII_TJ_Marta', 0.4786050319671631)
olive;mother;father;('apricot', 0.610966682434082);('olives', 0.6013054847717285);('almond', 0.5417689085006714);('quince', 0.5331718921661377);('aromatic_herb', 0.5288568735122681)
brown;mother;father;('brownish', 0.6156519651412964);('brownish_gray', 0.6105560064315796);('reddish_brown', 0.6095481514930725);('brownish_color', 0.6067284345626831);('tortie', 0.5908751487731934)
silver;mother;father;('gold', 0.7072543501853943);('sunt_----_Gold', 0.5872094631195068);('bighead_species', 0.5665981769561768);('Teenager_Lara_Gut', 0.5640777349472046);('Vintage_gelatin', 0.5501569509506226)
gray;mother;father;('brown', 0.6068421602249146);('Paul_Hadzick', 0.589550256729126);('beige', 0.5855001211166382);('mushy_broccoli', 0.5847664475440979);('tannish', 0.5731582045555115)
black;mother;father;('white', 0.7026070356369019);('brown', 0.5481215715408325);('Responded_Letterman_How', 0.511681318283081);('tan_German_shepherd', 0.5106759667396545);('pink', 0.5106213092803955)
ivory;mother;father;('elephant_ivory', 0.637584924697876);('rhino_horn', 0.5248329639434814);('rhino_horns', 0.511633038520813);('rhinoceros_horns', 0.5087165832519531);('Burmese_rubies', 0.5048292875289917)
white;mother;father;('black', 0.6734050512313843);('brown', 0.6064337491989136);('pink', 0.5783616304397583);('colored', 0.5779748558998108);('blue', 0.566977858543396)
king;she;he;('queen', 0.7633836269378662);('princess', 0.6342117786407471);('queens', 0.5744965076446533);('monarch', 0.5577755570411682);('goddess', 0.5278830528259277)
good;she;he;('wonderful', 0.5164999961853027);('nice', 0.5161110758781433);('fabulous', 0.5145658850669861);('bad', 0.5145190358161926);('great', 0.49518316984176636)
kind;she;he;('sort', 0.5699152946472168);('really', 0.4842638373374939);('likes_picnics_balloons', 0.4763216972351074);('yukky', 0.4701993763446808);('Bjork_swan_dress', 0.46196699142456055)
bad;she;he;('horrible', 0.5349651575088501);('terrible', 0.5030639171600342);('Bad', 0.4983035922050476);('yukky', 0.4754451811313629);('good', 0.4714067578315735)
worst;she;he;('scariest', 0.5023804306983948);('ugliest', 0.4870699942111969);('weakest', 0.47983506321907043);('Worst', 0.47686177492141724);('grimmest', 0.4365761876106262)
flirt;she;he;('flirting', 0.5962378978729248);('reinvents_herself', 0.5149804353713989);('flirtatious', 0.5144214034080505);('flirts', 0.5123647451400757);('perky_blond', 0.5098766088485718)
womanizer;she;he;('floozy', 0.6018518209457397);('golddigger', 0.5984379649162292);('sexpot', 0.5978366136550903);('sexually_voracious', 0.5965270400047302);('coke_whore', 0.5956113934516907)
boss;she;he;('bosses', 0.5301512479782104);('Kym_Marsh', 0.5155658721923828);('manageress', 0.5053092241287231);('Corrie_babe', 0.5001534223556519);('Coronation_Street_actress', 0.49763280153274536)
father;she;he;('mother', 0.8284904956817627);('daughter', 0.7922128438949585);('husband', 0.757906436920166);('eldest_daughter', 0.7042145729064941);('sister', 0.7007856369018555)
grandfather;she;he;('grandmother', 0.7398664355278015);('granddaughter', 0.7202798128128052);('mother', 0.6958088874816895);('aunt', 0.6812585592269897);('greatgrandmother', 0.6651153564453125)
uncle;she;he;('aunt', 0.7744520306587219);('mother', 0.7517205476760864);('niece', 0.7359498143196106);('daughter', 0.7148585319519043);('grandmother', 0.7143876552581787)
brother;she;he;('sister', 0.7946048378944397);('daughter', 0.7510346174240112);('mother', 0.7232229113578796);('husband', 0.7024517059326172);('niece', 0.6873900890350342)
nephew;she;he;('niece', 0.7893995046615601);('daughter', 0.7769155502319336);('granddaughter', 0.7332754731178284);('mother', 0.72386634349823);('sister', 0.6950746774673462)
husband;she;he;('daughter', 0.6737729907035828);('mother', 0.6711654663085938);('hus_band', 0.6276386380195618);('fianc?', 0.6097626090049744);('wife', 0.6087949275970459)
cousin;she;he;('sister', 0.7427849173545837);('niece', 0.7124913334846497);('daughter', 0.7022542953491211);('mother', 0.6996880769729614);('aunt', 0.6952099800109863)
grandson;she;he;('granddaughter', 0.8157972097396851);('daughter', 0.7638411521911621);('niece', 0.7326762080192566);('mother', 0.6951117515563965);('grandmother', 0.694687008857727)
son;she;he;('daughter', 0.8656496405601501);('mother', 0.7989940047264099);('niece', 0.7342877388000488);('husband', 0.7334350347518921);('granddaughter', 0.7298829555511475)
brave;she;he;('courageous', 0.5620051026344299);('bravely', 0.4855882525444031);('bravest', 0.4747929573059082);('sexy_sassy', 0.45209842920303345);('brave_souls', 0.44489264488220215)
bright;she;he;('brighter', 0.4986250698566437);('radiant', 0.49783578515052795);('perky', 0.4952351748943329);('sparkly', 0.4903097450733185);('vivacious', 0.4885793924331665)
busy;she;he;('hectic', 0.537776529788971);('Busy', 0.5143228769302368);('busying_herself', 0.5121530890464783);('busied_herself', 0.499946653842926);('baking_cupcakes', 0.4850233793258667)
calm;she;he;('Calm', 0.550571858882904);('calming', 0.49059444665908813);('calmed', 0.48018234968185425);('calmer', 0.45550239086151123);('Penzick', 0.4534008502960205)
cheap;she;he;('inexpensive', 0.5919803380966187);('Cheap', 0.591110348701477);('cheep', 0.5408400297164917);('cheaper', 0.49020224809646606);('Inexpensive', 0.4859592616558075)
clever;she;he;('cutesy', 0.5405504703521729);('cute', 0.5262178182601929);('sassy', 0.5150394439697266);('ingenious', 0.5071232318878174);('cleverly_constructed', 0.5023236274719238)
smart;she;he;('Sarah_Estrella_Sexy', 0.5153807401657104);('Estrella_Meet', 0.5122343897819519);('sassy', 0.5109716653823853);('intelligent', 0.4824858605861664);('WHAT_MAKES_HER_SPECIAL', 0.47018033266067505)
intelligent;she;he;('WHAT_MAKES_HER_SPECIAL', 0.46772250533103943);('vivacious', 0.4587997794151306);('bossy', 0.4509219527244568);('socially_adept', 0.4509037137031555);"(""she'sa"", 0.4507482349872589)"
close;she;he;('closed', 0.45812416076660156);('Close', 0.40582889318466187);('closing', 0.40526360273361206);('hers', 0.4017241597175598);('friend_Cristy_Doering', 0.3939111828804016)
far;she;he;('much', 0.40382909774780273);('nurse_Lalitha_Gujar', 0.38559967279434204);('pompom_fiasco', 0.37954527139663696);('Miyazato_steadied', 0.379178911447525);('hers', 0.3762688636779785)
clumsy;she;he;('ditzy', 0.5227576494216919);('unladylike', 0.5087131261825562);('ditziness', 0.5002768039703369);('clunky', 0.49310922622680664);('unfeminine', 0.4878849983215332)
cool;she;he;('black_formfitting_strapless', 0.5112057328224182);('effortlessly_chic', 0.5013366937637329);('sexy', 0.49702608585357666);('cute', 0.48764747381210327);('Analeigh', 0.48153620958328247)
crazy;she;he;('weird', 0.5401268601417542);('insane', 0.5324180126190186);('freaking', 0.531936526298523);('RvM', 0.5238268971443176);('kooky', 0.5236510038375854)
creepy;she;he;('spooky', 0.5684528350830078);('slutty', 0.5677005052566528);('witchy', 0.5494653582572937);('Yustman', 0.5476593971252441);('trampy', 0.5430315732955933)
cruel;she;he;('Lupit_Filipino_word', 0.5555356740951538);('Eighth_Amendment_cruel', 0.5276217460632324);('inhumane', 0.5127571821212769);('frightful_bigotry', 0.5115697383880615);('callous', 0.48930615186691284)
crunchy;she;he;('crispy', 0.6254503726959229);('chewy', 0.6062518358230591);('creamy', 0.5903216004371643);('buttery', 0.5793476700782776);('moist_crumb', 0.5707055330276489)
curvy;she;he;('curvaceous', 0.6609386801719666);('curvacious', 0.620323896408081);('Curvy', 0.6185611486434937);('shapely', 0.6182877421379089);('curvier', 0.617336094379425)
dark;she;he;('ghostly_glow', 0.4809929430484772);('darker', 0.4681977927684784);('cornflower_blue_eyes', 0.4676911234855652);('darkened', 0.4667840898036957);('Ariel_Gade', 0.4652150869369507)
bright;she;he;('brighter', 0.4986250698566437);('radiant', 0.49783578515052795);('perky', 0.4952351748943329);('sparkly', 0.4903097450733185);('vivacious', 0.4885793924331665)
dull;she;he;('boring', 0.5576276183128357);('drab', 0.5258570909500122);('dreary', 0.5211168527603149);('perky', 0.5178652405738831);('duller', 0.5022255182266235)
dumb;she;he;('stupid', 0.5836530923843384);('ditz', 0.5610675811767578);('ditzy', 0.5606504678726196);('dumb_dumb', 0.5574283599853516);('slutty', 0.5530867576599121)
easy;she;he;('easier', 0.4953210651874542);('convenient', 0.4867371916770935);('inexpensive', 0.4569692015647888);('simple', 0.44903314113616943);('Easy', 0.44230973720550537)
fancy;she;he;('frou_frou', 0.5800372362136841);('designer_togs', 0.5147480964660645);('froufrou', 0.5146793127059937);('mani_pedis', 0.5130758285522461);('sparkly_tiaras', 0.5115283727645874)
slow;she;he;('Slow', 0.5555179715156555);('slower', 0.5066198706626892);('slows', 0.48291015625);('slowed', 0.47837236523628235);('excruciatingly_slow', 0.4679160714149475)
fat;she;he;('fatty', 0.5648226141929626);('dieting', 0.5185673236846924);('muffin_tops', 0.5140223503112793);('anorexic', 0.5129707455635071);('chunky_thighs', 0.5101768374443054)
firm;she;he;('firms', 0.528082013130188);('Alison_Brod', 0.49331581592559814);('LLP', 0.48381108045578003);('consulting_firm', 0.48372334241867065);('company', 0.4714422821998596)
fit;she;he;('fits', 0.535488486289978);('petite', 0.43968942761421204);('girly_girl', 0.4376576542854309);('curvacious', 0.42986834049224854);('strapless_backless', 0.427929162979126)
fresh;she;he;('Suleman_implanting', 0.46731582283973694);('baked_muffins', 0.436968594789505);('strawberries_raspberries_blueberries', 0.43397387862205505);('Fresh', 0.43368077278137207);('her', 0.42786189913749695)
friendly;she;he;('freindly', 0.44689303636550903);('vivacious', 0.43803995847702026);('perky', 0.43672606348991394);('bubbly_outgoing', 0.4298250079154968);('Metal_Skool_?', 0.42963969707489014)
hairy;she;he;('frumps', 0.5459496378898621);('droopy_breasts', 0.5427267551422119);('backcombed', 0.5355056524276733);('hairy_armpits', 0.5296552777290344);('blondish', 0.5282759666442871)
happy;she;he;('glad', 0.5565796494483948);('overjoyed', 0.5519445538520813);('thrilled', 0.543384313583374);('ecstatic', 0.5116966962814331);('excited', 0.4943339228630066)
hard;she;he;('harder', 0.49635210633277893);('Hard', 0.4443930387496948);('difficult', 0.43220993876457214);('tough', 0.4234280586242676);('her', 0.41272908449172974)
healthy;she;he;('eat_nutritious_foods', 0.553851842880249);('healthier', 0.5434345602989197);('healthful', 0.5370956659317017);('eating_nutritious_foods', 0.5343500375747681);('nutritious_diet', 0.5259034633636475)
heavy;she;he;('Heavy', 0.553261399269104);('heavier', 0.45229291915893555);('heaviest', 0.44515353441238403);('finished_mourning_Bowmy', 0.4009018540382385);('HEAVY', 0.3926210105419159)
high;she;he;('low', 0.5569172501564026);('High', 0.46376416087150574);('HIGH', 0.42818138003349304);('higher', 0.4265122413635254);('Low', 0.411314457654953)
hot;she;he;('Hot', 0.5163203477859497);('tranny_mess', 0.5125131011009216);('CHEFS_Chefs', 0.4993281662464142);('smokin_hot', 0.46615129709243774);('hottest', 0.4566134810447693)
sexy;she;he;('sassy', 0.6313825845718384);('curvacious', 0.62257981300354);('slutty', 0.6216909885406494);('saucy', 0.6111857891082764);('killer_bod', 0.610143780708313)
sensual;she;he;('sensuous', 0.7018771171569824);('sensuality', 0.634308934211731);('feminine', 0.6131396293640137);('seductive', 0.6130824089050293);('voluptuous', 0.5943482518196106)
horny;she;he;('slutty', 0.6444452404975891);('nubile', 0.599330484867096);('lesbo', 0.5970484018325806);('frumps', 0.5807676911354065);('skanky', 0.5787659883499146)
hungry;she;he;('starving', 0.5240201354026794);('famished', 0.4994531571865082);('unfed', 0.4771365523338318);('ravenous', 0.47522425651550293);('poorly_nourished', 0.47125837206840515)
icy;she;he;('frigid', 0.5432792901992798);('snowy', 0.5320754051208496);('Icy', 0.511634111404419);('icey', 0.5110988616943359);('slushy', 0.5073410868644714)
kind;she;he;('sort', 0.5699152946472168);('really', 0.4842638373374939);('likes_picnics_balloons', 0.4763216972351074);('yukky', 0.4701993763446808);('Bjork_swan_dress', 0.46196699142456055)
large;she;he;('small', 0.5614354610443115);('Large', 0.5414031744003296);('sizable', 0.525651752948761);('larger', 0.5126299858093262);('sizeable', 0.4915824830532074)
lazy;she;he;('slutty', 0.5167902708053589);('frumps', 0.5090029835700989);('snots', 0.5072632431983948);('trashy', 0.49866220355033875);('naggy', 0.4943951368331909)
light;she;he;('Shabbos_candles', 0.4476863443851471);('ghostly_glow', 0.4458842873573303);('dawn_creeped', 0.4456511437892914);('luminous', 0.4374544322490692);('gray_empire_waisted', 0.43708083033561707)
little;she;he;('bit', 0.574970006942749);('litte', 0.5066742897033691);('teensy_bit', 0.5034351944923401);('wee_bit', 0.47797298431396484);('teeny_bit', 0.46088922023773193)
lonely;she;he;('husbandless', 0.5250254273414612);('lonely_spinster', 0.5235437750816345);('loneliness', 0.5129839181900024);('spinsterish', 0.5094279050827026);('sexless', 0.49644479155540466)
long;she;he;('short', 0.39368876814842224);('Tanya_Christine_Baranski', 0.3911505937576294);('her', 0.387641578912735);('Long', 0.38320714235305786);('LONG', 0.37563127279281616)
lovely;she;he;('gorgeous', 0.678375780582428);('beautiful', 0.6663411259651184);('fabulous', 0.5869098901748657);('Satyana', 0.5863348245620728);('delightful', 0.5848179459571838)
low;she;he;('high', 0.5419602990150452);('Low', 0.5160965323448181);('lower', 0.4114770293235779);('lowest', 0.41019076108932495);('Ultralow', 0.38050663471221924)
mad;she;he;('crazy', 0.5585153102874756);('Anslee', 0.5413347482681274);('terrified', 0.525637149810791);('hussy', 0.5216515064239502);('madwoman', 0.519499659538269)
mean;she;he;('imply', 0.48475098609924316);('means', 0.45969754457473755);('Kailas_Gheewala', 0.4388412535190582);('entail', 0.43265819549560547);('signify', 0.4179108440876007)
messy;she;he;('messier', 0.5350594520568848);('icky', 0.4547528326511383);('humble_ketchup_packet', 0.45390060544013977);('yucky', 0.4528316855430603);('complicated', 0.44906389713287354)
nasty;she;he;('catty', 0.5765253305435181);('bitchy', 0.5482528209686279);('ugly', 0.5020148754119873);('yukky', 0.4993400573730469);('yucky', 0.4856489300727844)
