Pos1;Pos2;Neg;Resoult;Word;Distance
windy;mother;father;[('gusty', 0.6478110551834106)];gusty;0.6478110551834106
wise;mother;father;[('wisest', 0.48278719186782837)];wisest;0.4827871918678284
worldly;mother;father;[('wordly', 0.5898511409759521)];wordly;0.5898511409759521
young;mother;father;[('By_Yoon_Ja', 0.6209896206855774)];By_Yoon_Ja;0.6209896206855774
accountant;mother;father;[('bookkeeper', 0.5672828555107117)];bookkeeper;0.5672828555107117
hostess;mother;father;[('waitress', 0.6290223002433777)];waitress;0.6290223002433777
archaeologist;mother;father;[('archeologist', 0.7518657445907593)];archeologist;0.7518657445907593
architect;mother;father;[('architects', 0.6635661125183105)];architects;0.6635661125183105
astronaut;mother;father;[('astronauts', 0.6492358446121216)];astronauts;0.6492358446121216
baker;mother;father;[('cake_decorator', 0.6326645612716675)];cake_decorator;0.6326645612716675
biologist;mother;father;[('ecologist', 0.6711399555206299)];ecologist;0.6711399555206299
bricklayer;mother;father;[('roofer', 0.5693977475166321)];roofer;0.5693977475166321
driver;mother;father;[('drivers', 0.6229368448257446)];drivers;0.6229368448257446
butcher;mother;father;[('butchers', 0.621059775352478)];butchers;0.621059775352478
caretaker;mother;father;[('Caretaker', 0.48404330015182495)];Caretaker;0.484043300151825
carpenter;mother;father;[('roofer', 0.6087091565132141)];roofer;0.6087091565132141
cashier;mother;father;[('cashiers', 0.6334225535392761)];cashiers;0.6334225535392761
cleaner;mother;father;[('cleaner_greener', 0.5362224578857422)];cleaner_greener;0.5362224578857422
clown;mother;father;[('clowns', 0.6118748188018799)];clowns;0.6118748188018799
cobbler;mother;father;[('cobblers', 0.5449829697608948)];cobblers;0.5449829697608948
consultant;mother;father;[('consulting_firm', 0.5925711393356323)];consulting_firm;0.5925711393356323
cook;mother;father;[('cooking', 0.6808016300201416)];cooking;0.6808016300201416
counselor;mother;father;[('counselors', 0.6647685170173645)];counselors;0.6647685170173645
chef;mother;father;[('pastry_chef', 0.7029422521591187)];pastry_chef;0.7029422521591187
chemist;mother;father;[('chemists', 0.5886214971542358)];chemists;0.5886214971542358
dancer;mother;father;[('dancers', 0.6978353261947632)];dancers;0.6978353261947632
decorator;mother;father;[('interior_designer', 0.6909942030906677)];interior_designer;0.6909942030906677
dentist;mother;father;[('dental_hygienist', 0.6530407667160034)];dental_hygienist;0.6530407667160034
designer;mother;father;[('Designer', 0.6709080934524536)];Designer;0.6709080934524536
doctor;mother;father;[('nurse', 0.7127888798713684)];nurse;0.7127888798713684
dressmaker;mother;father;[('seamstress', 0.6174434423446655)];seamstress;0.6174434423446655
dustman;mother;father;[('binman', 0.6104875206947327)];binman;0.6104875206947327
economist;mother;father;[('chief_economist', 0.6644278168678284)];chief_economist;0.6644278168678284
electrician;mother;father;[('welder', 0.6035938262939453)];welder;0.6035938262939453
engineer;mother;father;[('electrical_engineer', 0.5763616561889648)];electrical_engineer;0.5763616561889648
farmer;mother;father;[('farmers', 0.7005327343940735)];farmers;0.7005327343940735
fireman;mother;father;[('firefighter', 0.6893335580825806)];firefighter;0.6893335580825806
fisherman;mother;father;[('fishermen', 0.700973391532898)];fishermen;0.700973391532898
florist;mother;father;[('florists', 0.6079468727111816)];florists;0.6079468727111816
fruiterer;mother;father;[('Tuart_Hill', 0.5570797920227051)];Tuart_Hill;0.5570797920227051
gardener;mother;father;[('gardeners', 0.6888499855995178)];gardeners;0.6888499855995178
hairdresser;mother;father;[('beautician', 0.7086706161499023)];beautician;0.7086706161499023
housewife;mother;father;[('Housewife', 0.6464848518371582)];Housewife;0.6464848518371582
hunter;mother;father;[('hunters', 0.6258305311203003)];hunters;0.6258305311203003
jeweler;mother;father;[('jewelers', 0.667019784450531)];jewelers;0.667019784450531
journalist;mother;father;[('freelance_journalist', 0.6647570133209229)];freelance_journalist;0.6647570133209229
judge;mother;father;[('appeals_court', 0.6375770568847656)];appeals_court;0.6375770568847656
lawyer;mother;father;[('attorney', 0.7069934606552124)];attorney;0.7069934606552124
librarian;mother;father;[('reference_librarian', 0.6534067392349243)];reference_librarian;0.6534067392349243
mailman;mother;father;[('postal_worker', 0.5772296190261841)];postal_worker;0.5772296190261841
mechanic;mother;father;[('Gonzalo_Altamirano', 0.5818913578987122)];Gonzalo_Altamirano;0.5818913578987122
meteorologist;mother;father;[('Meteorologist', 0.7357470989227295)];Meteorologist;0.7357470989227295
miner;mother;father;[('miners', 0.6688681840896606)];miners;0.6688681840896606
model;mother;father;[('models', 0.6351033449172974)];models;0.6351033449172974
monk;mother;father;[('monks', 0.670825183391571)];monks;0.670825183391571
nanny;mother;father;[('nannies', 0.6125998497009277)];nannies;0.6125998497009277
nun;mother;father;[('Catholic_nun', 0.6574845314025879)];Catholic_nun;0.6574845314025879
nurse;mother;father;[('registered_nurse', 0.723443865776062)];registered_nurse;0.723443865776062
painter;mother;father;[('artist', 0.6888406276702881)];artist;0.6888406276702881
pharmacist;mother;father;[('nurse', 0.665702223777771)];nurse;0.665702223777771
photographer;mother;father;[('freelance_photographer', 0.6434746980667114)];freelance_photographer;0.6434746980667114
physicist;mother;father;[('scientist', 0.6432251930236816)];scientist;0.6432251930236816
plumber;mother;father;[('licensed_plumber', 0.5665816068649292)];licensed_plumber;0.5665816068649292
politician;mother;father;[('legislator', 0.5945589542388916)];legislator;0.5945589542388916
porter;mother;father;[('porters', 0.528992772102356)];porters;0.5289927721023561
postman;mother;father;[('postwoman', 0.6869648098945618)];postwoman;0.6869648098945618
priest;mother;father;[('nun', 0.70864337682724)];nun;0.70864337682724
professor;mother;father;[('associate_professor', 0.7696713209152222)];associate_professor;0.7696713209152222
programmer;mother;father;[('programmers', 0.5705664753913879)];programmers;0.5705664753913879
psychiatrist;mother;father;[('psychologist', 0.6761102676391602)];psychologist;0.6761102676391602
psychologist;mother;father;[('clinical_psychologist', 0.7319115400314331)];clinical_psychologist;0.7319115400314331
receptionist;mother;father;[('nurse', 0.6154690980911255)];nurse;0.6154690980911255
researcher;mother;father;[('Researcher', 0.6612289547920227)];Researcher;0.6612289547920227
sailor;mother;father;[('sailors', 0.6230630874633789)];sailors;0.6230630874633789
salesman;mother;father;[('saleswoman', 0.7456540465354919)];saleswoman;0.7456540465354919
scientist;mother;father;[('researcher', 0.7047192454338074)];researcher;0.7047192454338074
secretary;mother;father;[('Secretary', 0.6394632458686829)];Secretary;0.6394632458686829
shoemaker;mother;father;[('seamstress', 0.5544643402099609)];seamstress;0.5544643402099609
singer;mother;father;[('songstress', 0.7845147848129272)];songstress;0.7845147848129272
sportsman;mother;father;[('sportswoman', 0.5875147581100464)];sportswoman;0.5875147581100464
surgeon;mother;father;[('surgeons', 0.6959689855575562)];surgeons;0.6959689855575562
teacher;mother;father;[('teachers', 0.6723372936248779)];teachers;0.6723372936248779
vet;mother;father;[('vets', 0.625482439994812)];vets;0.625482439994812
waiter;mother;father;[('waitress', 0.7897714376449585)];waitress;0.7897714376449585
waitress;mother;father;[('barmaid', 0.6135329604148865)];barmaid;0.6135329604148865
writer;mother;father;[('writer_mkovak@observer-reporter.com', 0.6224856972694397)];writer_mkovak@observer-reporter.com;0.6224856972694397
red;mother;father;[('yellow', 0.6680949926376343)];yellow;0.6680949926376343
orange;mother;father;[('bright_orange', 0.6540434956550598)];bright_orange;0.6540434956550598
yellow;mother;father;[('red', 0.637980580329895)];red;0.637980580329895
pink;mother;father;[('purple', 0.6152313947677612)];purple;0.6152313947677612
fuchsia;mother;father;[('fuchsia_pink', 0.64691162109375)];fuchsia_pink;0.64691162109375
violet;mother;father;[('Piper_Gaffrey_scattered', 0.5998609662055969)];Piper_Gaffrey_scattered;0.5998609662055969
blue;mother;father;[('purple', 0.6549056768417358)];purple;0.6549056768417358
navy;mother;father;[('naval', 0.6043538451194763)];naval;0.6043538451194763
lime;mother;father;[('lime_zest', 0.6102375984191895)];lime_zest;0.6102375984191895
green;mother;father;[('wearin_o', 0.5044152140617371)];wearin_o;0.5044152140617371
olive;mother;father;[('apricot', 0.610966682434082)];apricot;0.610966682434082
brown;mother;father;[('brownish', 0.6156519651412964)];brownish;0.6156519651412964
silver;mother;father;[('gold', 0.7072543501853943)];gold;0.7072543501853943
gray;mother;father;[('brown', 0.6068421602249146)];brown;0.6068421602249146
black;mother;father;[('white', 0.7026070356369019)];white;0.7026070356369019
ivory;mother;father;[('elephant_ivory', 0.637584924697876)];elephant_ivory;0.637584924697876
white;mother;father;[('black', 0.6734050512313843)];black;0.6734050512313843
king;she;he;[('queen', 0.7633836269378662)];queen;0.7633836269378662
good;she;he;[('wonderful', 0.5164999961853027)];wonderful;0.5164999961853027
kind;she;he;[('sort', 0.5699152946472168)];sort;0.5699152946472168
bad;she;he;[('horrible', 0.5349651575088501)];horrible;0.5349651575088501
worst;she;he;[('scariest', 0.5023804306983948)];scariest;0.5023804306983948
flirt;she;he;[('flirting', 0.5962378978729248)];flirting;0.5962378978729248
womanizer;she;he;[('floozy', 0.6018518209457397)];floozy;0.6018518209457397
boss;she;he;[('bosses', 0.5301512479782104)];bosses;0.5301512479782104
father;she;he;[('mother', 0.8284904956817627)];mother;0.8284904956817627
grandfather;she;he;[('grandmother', 0.7398664355278015)];grandmother;0.7398664355278015
uncle;she;he;[('aunt', 0.7744520306587219)];aunt;0.7744520306587219
brother;she;he;[('sister', 0.7946048378944397)];sister;0.7946048378944397
nephew;she;he;[('niece', 0.7893995046615601)];niece;0.7893995046615601
husband;she;he;[('daughter', 0.6737729907035828)];daughter;0.6737729907035828
cousin;she;he;[('sister', 0.7427849173545837)];sister;0.7427849173545837
grandson;she;he;[('granddaughter', 0.8157972097396851)];granddaughter;0.8157972097396851
son;she;he;[('daughter', 0.8656496405601501)];daughter;0.8656496405601501
brave;she;he;[('courageous', 0.5620051026344299)];courageous;0.5620051026344299
bright;she;he;[('brighter', 0.4986250698566437)];brighter;0.4986250698566437
busy;she;he;[('hectic', 0.537776529788971)];hectic;0.5377765297889711
calm;she;he;[('Calm', 0.550571858882904)];Calm;0.5505718588829039
cheap;she;he;[('inexpensive', 0.5919803380966187)];inexpensive;0.5919803380966187
clever;she;he;[('cutesy', 0.5405504703521729)];cutesy;0.5405504703521729
smart;she;he;[('Sarah_Estrella_Sexy', 0.5153807401657104)];Sarah_Estrella_Sexy;0.5153807401657104
intelligent;she;he;[('WHAT_MAKES_HER_SPECIAL', 0.46772250533103943)];WHAT_MAKES_HER_SPECIAL;0.4677225053310394
close;she;he;[('closed', 0.45812416076660156)];closed;0.4581241607666016
far;she;he;[('much', 0.40382909774780273)];much;0.4038290977478027
clumsy;she;he;[('ditzy', 0.5227576494216919)];ditzy;0.5227576494216919
cool;she;he;[('black_formfitting_strapless', 0.5112057328224182)];black_formfitting_strapless;0.5112057328224182
crazy;she;he;[('weird', 0.5401268601417542)];weird;0.5401268601417542
creepy;she;he;[('spooky', 0.5684528350830078)];spooky;0.5684528350830078
cruel;she;he;[('Lupit_Filipino_word', 0.5555356740951538)];Lupit_Filipino_word;0.5555356740951538
crunchy;she;he;[('crispy', 0.6254503726959229)];crispy;0.6254503726959229
curvy;she;he;[('curvaceous', 0.6609386801719666)];curvaceous;0.6609386801719666
dark;she;he;[('ghostly_glow', 0.4809929430484772)];ghostly_glow;0.4809929430484772
bright;she;he;[('brighter', 0.4986250698566437)];brighter;0.4986250698566437
dull;she;he;[('boring', 0.5576276183128357)];boring;0.5576276183128357
dumb;she;he;[('stupid', 0.5836530923843384)];stupid;0.5836530923843384
easy;she;he;[('easier', 0.4953210651874542)];easier;0.4953210651874542
fancy;she;he;[('frou_frou', 0.5800372362136841)];frou_frou;0.5800372362136841
slow;she;he;[('Slow', 0.5555179715156555)];Slow;0.5555179715156555
fat;she;he;[('fatty', 0.5648226141929626)];fatty;0.5648226141929626
firm;she;he;[('firms', 0.528082013130188)];firms;0.528082013130188
fit;she;he;[('fits', 0.535488486289978)];fits;0.5354884862899779
fresh;she;he;[('Suleman_implanting', 0.46731582283973694)];Suleman_implanting;0.467315822839737
friendly;she;he;[('freindly', 0.44689303636550903)];freindly;0.446893036365509
hairy;she;he;[('frumps', 0.5459496378898621)];frumps;0.5459496378898621
happy;she;he;[('glad', 0.5565796494483948)];glad;0.5565796494483948
hard;she;he;[('harder', 0.49635210633277893)];harder;0.4963521063327789
healthy;she;he;[('eat_nutritious_foods', 0.553851842880249)];eat_nutritious_foods;0.553851842880249
heavy;she;he;[('Heavy', 0.553261399269104)];Heavy;0.553261399269104
high;she;he;[('low', 0.5569172501564026)];low;0.5569172501564026
hot;she;he;[('Hot', 0.5163203477859497)];Hot;0.5163203477859497
sexy;she;he;[('sassy', 0.6313825845718384)];sassy;0.6313825845718384
sensual;she;he;[('sensuous', 0.7018771171569824)];sensuous;0.7018771171569824
horny;she;he;[('slutty', 0.6444452404975891)];slutty;0.6444452404975891
hungry;she;he;[('starving', 0.5240201354026794)];starving;0.5240201354026794
icy;she;he;[('frigid', 0.5432792901992798)];frigid;0.5432792901992798
kind;she;he;[('sort', 0.5699152946472168)];sort;0.5699152946472168
large;she;he;[('small', 0.5614354610443115)];small;0.5614354610443115
lazy;she;he;[('slutty', 0.5167902708053589)];slutty;0.5167902708053589
light;she;he;[('Shabbos_candles', 0.4476863443851471)];Shabbos_candles;0.4476863443851471
little;she;he;[('bit', 0.574970006942749)];bit;0.574970006942749
lonely;she;he;[('husbandless', 0.5250254273414612)];husbandless;0.5250254273414612
long;she;he;[('short', 0.39368876814842224)];short;0.39368876814842224
lovely;she;he;[('gorgeous', 0.678375780582428)];gorgeous;0.678375780582428
low;she;he;[('high', 0.5419602990150452)];high;0.5419602990150452
mad;she;he;[('crazy', 0.5585153102874756)];crazy;0.5585153102874756
mean;she;he;[('imply', 0.48475098609924316)];imply;0.4847509860992432
messy;she;he;[('messier', 0.5350594520568848)];messier;0.5350594520568848
nasty;she;he;[('catty', 0.5765253305435181)];catty;0.5765253305435181
new;she;he;[('newest', 0.451899915933609)];newest;0.451899915933609
nice;she;he;[('lovely', 0.6303212642669678)];lovely;0.6303212642669678
noisy;she;he;[('Noisy', 0.5265130996704102)];Noisy;0.5265130996704102
old;she;he;[('daughter', 0.6015877723693848)];daughter;0.6015877723693848
plain;she;he;[('yukky', 0.47795069217681885)];yukky;0.4779506921768189
polite;she;he;[('everybody_Pendergrast', 0.5390361547470093)];everybody_Pendergrast;0.5390361547470093
poor;she;he;[('poorer', 0.4850720465183258)];poorer;0.4850720465183258
pretty;she;he;[('pretty_darn', 0.5671154260635376)];pretty_darn;0.5671154260635376
handsome;she;he;[('auburn_haired', 0.5763116478919983)];auburn_haired;0.5763116478919983
proud;she;he;[('thrilled', 0.5856868624687195)];thrilled;0.5856868624687195
pure;she;he;[('pure_unadulterated', 0.5023865103721619)];pure_unadulterated;0.5023865103721619
quick;she;he;[('easy', 0.4279839098453522)];easy;0.4279839098453522
rare;she;he;[('exceedingly_rare', 0.5398427248001099)];exceedingly_rare;0.5398427248001099
rich;she;he;[('friend_Francie_Vos', 0.509637713432312)];friend_Francie_Vos;0.509637713432312
risky;she;he;[('riskier', 0.5855158567428589)];riskier;0.5855158567428589
roomy;she;he;[('petite', 0.552666187286377)];petite;0.5526661872863771
rude;she;he;[('catty', 0.5859477519989014)];catty;0.5859477519989014
sad;she;he;[('heartbreaking', 0.5739479064941406)];heartbreaking;0.5739479064941406
safe;she;he;[('safer', 0.5073097944259644)];safer;0.5073097944259644
salty;she;he;[('sweet_tang', 0.5341551303863525)];sweet_tang;0.5341551303863525
sane;she;he;[('Miyazato_steadied', 0.4746968746185303)];Miyazato_steadied;0.4746968746185303
scary;she;he;[('frightening', 0.634802520275116)];frightening;0.634802520275116
shallow;she;he;[('Kurt_Suzuki_blooped', 0.5282942056655884)];Kurt_Suzuki_blooped;0.5282942056655884
shiny;she;he;[('sparkly', 0.6151520013809204)];sparkly;0.6151520013809204
short;she;he;[('Short', 0.4876304268836975)];Short;0.4876304268836975
shy;she;he;[('perky_blond', 0.4412168860435486)];perky_blond;0.4412168860435486
silly;she;he;[('cute', 0.5785144567489624)];cute;0.5785144567489624
simple;she;he;[('Simple', 0.5802736282348633)];Simple;0.5802736282348633
sincere;she;he;[('heartfelt', 0.5481069087982178)];heartfelt;0.5481069087982178
sleepy;she;he;[('perky', 0.49209243059158325)];perky;0.4920924305915833
slim;she;he;[('slender', 0.5387051701545715)];slender;0.5387051701545715
slimy;she;he;[('icky', 0.5242224931716919)];icky;0.5242224931716919
slow;she;he;[('Slow', 0.5555179715156555)];Slow;0.5555179715156555
small;she;he;[('tiny', 0.6086019277572632)];tiny;0.6086019277572632
smart;she;he;[('Sarah_Estrella_Sexy', 0.5153807401657104)];Sarah_Estrella_Sexy;0.5153807401657104
smelly;she;he;[('stinky', 0.6348781585693359)];stinky;0.6348781585693359
smooth;she;he;[('smoother', 0.49963852763175964)];smoother;0.4996385276317597
soft;she;he;[('softer', 0.5048984885215759)];softer;0.5048984885215759
stingy;she;he;[('stingiest', 0.46042320132255554)];stingiest;0.4604232013225555
strange;she;he;[('weird', 0.6231550574302673)];weird;0.6231550574302673
strict;she;he;[('stringent', 0.5558847188949585)];stringent;0.5558847188949585
strong;she;he;[('robust', 0.4965161383152008)];robust;0.4965161383152008
sunny;she;he;[('sunshiny', 0.5895198583602905)];sunshiny;0.5895198583602905
tasty;she;he;[('yummy', 0.7307373285293579)];yummy;0.7307373285293579
thin;she;he;[('Thin', 0.5525876879692078)];Thin;0.5525876879692078
tiny;she;he;[('teeny', 0.6016683578491211)];teeny;0.6016683578491211
ugly;she;he;[('uglier', 0.5061182975769043)];uglier;0.5061182975769043
warm;she;he;[('warmth', 0.5426778197288513)];warmth;0.5426778197288513
weak;she;he;[('weaker', 0.5551271438598633)];weaker;0.5551271438598633
weird;she;he;[('freaky', 0.6164283156394958)];freaky;0.6164283156394958
wet;she;he;[('soggy', 0.510643482208252)];soggy;0.5106434822082521
wide;she;he;[('widest', 0.44670867919921875)];widest;0.4467086791992188
narrow;she;he;[('narrowing', 0.4773174524307251)];narrowing;0.4773174524307251
wild;she;he;[('type_KRAS_mCRC', 0.4937983453273773)];type_KRAS_mCRC;0.4937983453273773
windy;she;he;[('windy_conditions', 0.5725228190422058)];windy_conditions;0.5725228190422058
wise;she;he;[('motherly', 0.4539089798927307)];motherly;0.4539089798927307
worldly;she;he;[('motherly', 0.5447882413864136)];motherly;0.5447882413864136
young;she;he;[('women', 0.5528233647346497)];women;0.5528233647346497
accountant;she;he;[('bookkeeper', 0.5944133996963501)];bookkeeper;0.5944133996963501
hostess;she;he;[('waitress', 0.5926355719566345)];waitress;0.5926355719566345
archaeologist;she;he;[('archeologist', 0.6887344121932983)];archeologist;0.6887344121932983
architect;she;he;[('interior_designer', 0.6334890127182007)];interior_designer;0.6334890127182007
astronaut;she;he;[('NASA_astronaut', 0.5776121616363525)];NASA_astronaut;0.5776121616363525
baker;she;he;[('cake_decorator', 0.6343355774879456)];cake_decorator;0.6343355774879456
biologist;she;he;[('ecologist', 0.6178296804428101)];ecologist;0.6178296804428101
bricklayer;she;he;[('beautician', 0.5868402123451233)];beautician;0.5868402123451233
driver;she;he;[('drivers', 0.5593796968460083)];drivers;0.5593796968460083
butcher;she;he;[('butchers', 0.5569475293159485)];butchers;0.5569475293159485
caretaker;she;he;[('caretakers', 0.49345600605010986)];caretakers;0.4934560060501098
carpenter;she;he;[('seamstress', 0.6318089962005615)];seamstress;0.6318089962005615
cashier;she;he;[('cashiers', 0.6130392551422119)];cashiers;0.6130392551422119
cleaner;she;he;[('Cleaner', 0.4859151840209961)];Cleaner;0.4859151840209961
clown;she;he;[('drag_queen', 0.5604956150054932)];drag_queen;0.5604956150054932
cobbler;she;he;[('dressmaker', 0.5654017329216003)];dressmaker;0.5654017329216003
consultant;she;he;[('consultants', 0.5302854180335999)];consultants;0.5302854180335999
cook;she;he;[('cooking', 0.6155130863189697)];cooking;0.6155130863189697
counselor;she;he;[('counselors', 0.6004343032836914)];counselors;0.6004343032836914
chef;she;he;[('pastry_chef', 0.6701046824455261)];pastry_chef;0.6701046824455261
chemist;she;he;[('chemists', 0.5582290291786194)];chemists;0.5582290291786194
dancer;she;he;[('dancers', 0.6574496030807495)];dancers;0.6574496030807495
decorator;she;he;[('interior_designer', 0.644477903842926)];interior_designer;0.644477903842926
dentist;she;he;[('dental_hygienist', 0.6500083208084106)];dental_hygienist;0.6500083208084106
designer;she;he;[('designers', 0.6372774243354797)];designers;0.6372774243354797
doctor;she;he;[('nurse', 0.6588720679283142)];nurse;0.6588720679283142
dressmaker;she;he;[('seamstress', 0.6255018711090088)];seamstress;0.6255018711090088
dustman;she;he;[('binman', 0.5614668130874634)];binman;0.5614668130874634
economist;she;he;[('chief_economist', 0.5718703866004944)];chief_economist;0.5718703866004944
electrician;she;he;[('beautician', 0.6130804419517517)];beautician;0.6130804419517517
engineer;she;he;[('electrical_engineer', 0.5435981154441833)];electrical_engineer;0.5435981154441833
farmer;she;he;[('farmers', 0.6150790452957153)];farmers;0.6150790452957153
fireman;she;he;[('firefighter', 0.6054536700248718)];firefighter;0.6054536700248718
fisherman;she;he;[('fisherwoman', 0.5996608734130859)];fisherwoman;0.5996608734130859
florist;she;he;[('florists', 0.5857517123222351)];florists;0.5857517123222351
fruiterer;she;he;[('apprentice_hairdresser', 0.5656116008758545)];apprentice_hairdresser;0.5656116008758545
gardener;she;he;[('gardeners', 0.6297345161437988)];gardeners;0.6297345161437988
hairdresser;she;he;[('beautician', 0.715449333190918)];beautician;0.715449333190918
housewife;she;he;[('homemaker', 0.635181188583374)];homemaker;0.635181188583374
hunter;she;he;[('bowhunter', 0.5664429664611816)];bowhunter;0.5664429664611816
jeweler;she;he;[('jewelers', 0.6396205425262451)];jewelers;0.6396205425262451
journalist;she;he;[('freelance_journalist', 0.6171612739562988)];freelance_journalist;0.6171612739562988
judge;she;he;[('appeals_court', 0.5834811329841614)];appeals_court;0.5834811329841614
lawyer;she;he;[('attorney', 0.6279966831207275)];attorney;0.6279966831207275
librarian;she;he;[('reference_librarian', 0.5984437465667725)];reference_librarian;0.5984437465667725
mailman;she;he;[('postal_worker', 0.5094212889671326)];postal_worker;0.5094212889671326
mechanic;she;he;[('beautician', 0.609778881072998)];beautician;0.6097788810729979
meteorologist;she;he;[('Meteorologist', 0.6698148846626282)];Meteorologist;0.6698148846626282
miner;she;he;[('miners', 0.6044900417327881)];miners;0.6044900417327881
model;she;he;[('models', 0.625495433807373)];models;0.6254954338073729
monk;she;he;[('nun', 0.6343412399291992)];nun;0.6343412399291992
nanny;she;he;[('nannies', 0.5888782739639282)];nannies;0.5888782739639282
nun;she;he;[('Catholic_nun', 0.606015145778656)];Catholic_nun;0.606015145778656
nurse;she;he;[('registered_nurse', 0.702799916267395)];registered_nurse;0.702799916267395
painter;she;he;[('watercolorist', 0.6336448192596436)];watercolorist;0.6336448192596436
pharmacist;she;he;[('nurse_practitioner', 0.5918058753013611)];nurse_practitioner;0.5918058753013611
photographer;she;he;[('photojournalist', 0.6011192798614502)];photojournalist;0.6011192798614502
physicist;she;he;[('scientist', 0.5745336413383484)];scientist;0.5745336413383484
plumber;she;he;[('beautician', 0.6103003025054932)];beautician;0.6103003025054932
politician;she;he;[('businesswoman', 0.6311196088790894)];businesswoman;0.6311196088790894
porter;she;he;[('porters', 0.5103136897087097)];porters;0.5103136897087097
postman;she;he;[('postwoman', 0.6363915205001831)];postwoman;0.6363915205001831
priest;she;he;[('nun', 0.7104973196983337)];nun;0.7104973196983337
professor;she;he;[('associate_professor', 0.7152394652366638)];associate_professor;0.7152394652366638
programmer;she;he;[('programmers', 0.5277909636497498)];programmers;0.5277909636497498
psychiatrist;she;he;[('psychotherapist', 0.6339050531387329)];psychotherapist;0.6339050531387329
psychologist;she;he;[('clinical_psychologist', 0.6738178730010986)];clinical_psychologist;0.6738178730010986
receptionist;she;he;[('manicurist', 0.5676559209823608)];manicurist;0.5676559209823608
researcher;she;he;[('Researcher', 0.6028330326080322)];Researcher;0.6028330326080322
sailor;she;he;[('yachtswoman', 0.5943747758865356)];yachtswoman;0.5943747758865356
salesman;she;he;[('saleswoman', 0.7515860795974731)];saleswoman;0.7515860795974731
scientist;she;he;[('researcher', 0.6531404852867126)];researcher;0.6531404852867126
secretary;she;he;[('chairwoman', 0.5690307021141052)];chairwoman;0.5690307021141052
shoemaker;she;he;[('seamstress', 0.5974971055984497)];seamstress;0.5974971055984497
singer;she;he;[('songstress', 0.7392058372497559)];songstress;0.7392058372497559
sportsman;she;he;[('sportswoman', 0.658454179763794)];sportswoman;0.658454179763794
surgeon;she;he;[('gynecologist', 0.6337346434593201)];gynecologist;0.6337346434593201
teacher;she;he;[('teachers', 0.6085798144340515)];teachers;0.6085798144340515
vet;she;he;[('veterinarian', 0.5700967907905579)];veterinarian;0.5700967907905579
waiter;she;he;[('waitress', 0.7584141492843628)];waitress;0.7584141492843628
waitress;she;he;[('waitressing', 0.6110434532165527)];waitressing;0.6110434532165527
writer;she;he;[('writer_mkovak@observer-reporter.com', 0.6002176403999329)];writer_mkovak@observer-reporter.com;0.6002176403999329
red;she;he;[('pink', 0.6200296878814697)];pink;0.6200296878814697
orange;she;he;[('pink', 0.600203275680542)];pink;0.600203275680542
yellow;she;he;[('pink', 0.6023590564727783)];pink;0.6023590564727783
pink;she;he;[('floral_frock', 0.5990882515907288)];floral_frock;0.5990882515907288
fuchsia;she;he;[('floral_frock', 0.6073653101921082)];floral_frock;0.6073653101921082
violet;she;he;[('Piper_Gaffrey_scattered', 0.5862458944320679)];Piper_Gaffrey_scattered;0.5862458944320679
blue;she;he;[('pink', 0.6348272562026978)];pink;0.6348272562026978
navy;she;he;[('naval', 0.5465759038925171)];naval;0.5465759038925171
lime;she;he;[('lime_curd', 0.5380415916442871)];lime_curd;0.5380415916442871
green;she;he;[('Leyritz_Ford_Expedition', 0.5009099841117859)];Leyritz_Ford_Expedition;0.5009099841117859
olive;she;he;[('apricot', 0.5846291780471802)];apricot;0.5846291780471802
brown;she;he;[('torti', 0.6042215824127197)];torti;0.6042215824127197
silver;she;he;[('gold', 0.6287491917610168)];gold;0.6287491917610168
gray;she;he;[('pink', 0.5402343273162842)];pink;0.5402343273162842
black;she;he;[('white', 0.6195734739303589)];white;0.6195734739303589
ivory;she;he;[('elephant_ivory', 0.5528028607368469)];elephant_ivory;0.5528028607368469
white;she;he;[('black', 0.6042166948318481)];black;0.6042166948318481
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
